transform,total_freq,label_ratio,impact_ratio,fail_num,pass_num,sus_score
"('insert', (), ('SPACE', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'PUNCT'))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('SPACE', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT'))",2,1.0,0.5,0,2,77.59815242494227
"('replace', ('PRON',), ('PROPN',))",4,1.0,0.25,0,4,67.51507032819826
"('insert', (), ('SPACE', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'DET', 'NOUN', 'AUX', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ',), ('INTJ',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET',), ('PRON',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NUM', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('VERB',), ())",2,1.0,0.5,0,2,77.59815242494227
"('delete', ('ADV',), ())",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('ADP',), ())",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('PART', 'AUX', 'VERB', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PART',), ('PROPN',))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('ADP', 'VERB', 'DET', 'ADJ', 'PROPN', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'CCONJ'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PART', 'AUX'), ('PROPN',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SCONJ', 'ADV', 'ADP', 'NUM', 'CCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'VERB', 'PRON', 'ADP', 'ADJ', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET', 'NOUN'), ('PROPN',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ', 'NOUN'), ('ADP', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET', 'NOUN'), ('ADV',))",2,1.0,0.5,1,1,91.22171945701358
"('replace', ('ADP', 'PRON', 'NOUN'), ('PROPN',))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('NOUN',), ('VERB', 'ADP', 'PUNCT'))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('SCONJ',), ('PROPN',))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('CCONJ', 'DET', 'NOUN'), ())",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('ADJ',), ())",2,1.0,0.5,0,2,77.59815242494227
"('delete', ('CCONJ',), ())",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('PRON', 'VERB', 'DET', 'NUM', 'NOUN', 'AUX', 'VERB', 'ADJ', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('DET', 'NOUN'), ())",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('PUNCT', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('DET', 'NOUN', 'VERB', 'DET', 'NUM', 'NOUN', 'VERB', 'DET', 'ADJ', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ',), ('ADV',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('VERB', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADJ',), ('ADJ', 'SPACE', 'PRON', 'AUX', 'PROPN', 'ADV', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET', 'NOUN'), ('ADJ', 'ADP'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'ADJ', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PROPN', 'VERB'), ('PROPN', 'NOUN'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('PROPN',))",4,1.0,0.25,0,4,67.51507032819826
"('insert', (), ('SPACE', 'ADV', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADV', 'ADJ'), ('ADV', 'ADJ'))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('replace', ('NOUN', 'NOUN'), ('NOUN', 'PROPN', 'SPACE', 'PROPN', 'NOUN', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('NOUN',), ('NOUN', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADP', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('NOUN',))",17,1.0,0.058823529411764705,0,17,36.60130718954249
"('replace', ('NOUN', 'ADV', 'VERB'), ('NOUN', 'ADV', 'VERB'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'VERB', 'PART', 'VERB', 'PRON', 'ADJ', 'NOUN', 'AUX', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'PRON', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('AUX',), ('AUX',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'PRON', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('VERB',), ('INTJ',))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('SPACE', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('PRON', 'VERB'), ('PROPN', 'VERB'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('SPACE', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('DET',), ('PROPN',))",5,1.0,0.2,1,4,80.6077568972411
"('insert', (), ('SPACE', 'VERB', 'DET', 'ADJ', 'PUNCT', 'NOUN', 'PART', 'NOUN', 'PUNCT'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ADP',), ('ADP',))",1,1.0,1.0,0,1,83.86023294509151
