transform,total_freq,label_ratio,impact_ratio,fail_num,pass_num,sus_score
"('delete', ('advmod',), ())",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('prep',), ())",2,1.0,0.5,0,2,77.59815242494227
"('delete', ('det',), ())",5,1.0,0.2,2,3,88.62837045720985
"('insert', (), ('aux', 'auxpass', 'conj', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('aux',), ('nsubj',))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('prep', 'pcomp', 'det', 'amod', 'compound', 'dobj', 'punct', 'cc', 'det', 'amod', 'conj', 'prep', 'amod', 'compound', 'pobj', 'cc'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('aux', 'auxpass'), ('nsubj',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('advmod', 'advmod', 'prep', 'pobj', 'cc', 'det', 'nsubj', 'prep', 'pobj', 'conj', 'xcomp', 'dobj', 'prep', 'amod', 'amod', 'punct', 'compound', 'pobj', 'nsubj', 'relcl', 'det', 'dobj', 'prep', 'punct', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('det', 'nsubj'), ('nsubj',))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('amod', 'dobj'), ('prep', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('det', 'ROOT'), ('ROOT',))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('ROOT', 'poss', 'pobj'), ('nsubj',))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('pobj',), ('ROOT', 'prt', 'punct'))",1,1.0,1.0,1,0,95.40937056318032
"('replace', ('mark',), ('nsubj',))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('det', 'det', 'dobj'), ())",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('amod',), ())",2,1.0,0.5,0,2,77.59815242494227
"('delete', ('cc',), ())",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('nsubj', 'ROOT', 'det', 'nummod', 'nsubj', 'aux', 'ccomp', 'acomp', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('attr',), ())",1,1.0,1.0,0,1,83.86023294509151
"('delete', ('det', 'compound'), ())",2,1.0,0.5,0,2,77.59815242494227
